Date Last Researched,Country/Area,Project Name,Phase Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Installation Type,Status,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Hydrogen,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
2024/03/20,Greece,Antia wind farm,B,Μαυρομιχαλη - Μυρτια Μεσοχωριων,"Ayios Vasileios Megale Rache wind farm (Phase A1), Mavromichale Myrtia Mesochorion wind farm (Phase A2), Aspre Rache Misochoria wind farm (Phase B)",12.6,Onshore,operating,2000,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,38.0419,24.5788,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908570,G100000912220,"RAE: ΑΔ-00335,RAE: ΑΔ-00076,RAE: ΑΔ-00097",RAE: 40289,https://www.gem.wiki/Antia_wind_farm
2024/03/20,Greece,Arkadia Wind Park,--,Αιολικά Πάρκα Αρκαδίας,"Tripolis, Skyritida",16.2,Onshore,operating,2007,,,,Eunice Energy Group,,,37.3855,22.3684,exact,,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000908583,G100000911288,RAE: ΑΔ-00045,RAE: 40325,https://www.gem.wiki/Arkadia_Wind_Park
2024/03/20,Greece,Arkadika Meltemia wind farm,--,Αρκαδικά Μελτέμια,Tripolis II,43.7,Onshore,operating,2007,,,,Eunice Energy Group,,,37.396,22.3551,exact,,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000914451,G100000917905,RAE: ΑΔ-00044,RAE: 40928,https://www.gem.wiki/Arkadika_Meltemia_wind_farm
2024/03/20,Greece,Artikias Tsouni wind farm,--,"Τσουνι, Αρτικιας, Βιγλας",,30,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.3514,24.3795,exact,,Rethymno Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000913215,G100000916450,RAE: Γ-05081,RAE: 35753,https://www.gem.wiki/Artikias_Tsouni_wind_farm
2024/03/20,Greece,Askio 3 wind farm,--,Ασκιο ΙII,Askio-II&III,50.4,Onshore,operating,2022,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,40.345,21.606,exact,,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,L100000914850,G100000918386,RAE: ΑΔ-03082,RAE: 41419,https://www.gem.wiki/Askio_3_wind_farm
2024/03/20,Greece,Askio wind farm,"1, Anatoliko, Maestros, East","Ανατολικο Ασκιο Μαεστρος, Ασκιο","Sakio Dytiko (Phases Dytiko, West), West Askio (Phases Dytiko, West), Askio Anatoliko (Phases Anatoliko, Maestros, East), East Askio (Phases Anatoliko, Maestros, East)",36.6,Onshore,operating,2019,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,40.389,21.5653,exact,,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,L100000913964,G100000917330,"RAE: ΑΔ-02397,RAE: ΑΔ-02396",RAE: 40589,https://www.gem.wiki/Askio_wind_farm
2024/03/20,Greece,Askio wind farm,"2, Dytiko, West","Δυτικο Ασκιο, Ασκιο","Sakio Dytiko (Phases Dytiko, West), West Askio (Phases Dytiko, West), Askio Anatoliko (Phases Anatoliko, Maestros, East), East Askio (Phases Anatoliko, Maestros, East)",38,Onshore,operating,2023,,,,RES Wind SA,ΑΝΕΜΟΣ RES ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,,40.3993,21.5401,exact,,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,L100000913964,G100000917698,"RAE: ΑΔ-02397,RAE: ΑΔ-02396",RAE: 40588,https://www.gem.wiki/Askio_wind_farm
2024/03/20,Greece,Aspre Petra wind farm,--,Ασπρη Πετρα,Aspri Petra,19.8,Onshore,operating,2003,,Enel Green Power,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,41.1628,25.8683,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000911444,G100000914424,RAE: ΑΔ-00103,RAE: 40229,https://www.gem.wiki/Aspre_Petra_wind_farm
2024/03/20,Greece,Asprochomata wind farm,--,Ασπροχωματα,Boreas Beotia,14.6,Onshore,operating,2007,,,,Voreas Energeiaki SA,Βορεας Ενεργειακη Αε,,38.4524,22.7216,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910134,G100000912957,RAE: ΑΔ-00774,RAE: 40057,https://www.gem.wiki/Asprochomata_wind_farm
2024/03/20,Greece,Asprovouni (Ellaktor) wind farm,--,Ασπροβουνι,,20.7,Onshore,operating,2012,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,37.5511,23.2422,exact,Municipal Unit of Troizinia,Regional Unit of Islands,Attica,Attica,Southern Europe,Europe,L100000911478,G100000914458,RAE: ΑΔ-00823,RAE: 33915,https://www.gem.wiki/Asprovouni_(Ellaktor)_wind_farm
2024/03/20,Greece,Asprovouno (Terna) wind farm,--,Ασπροβουνο,,45,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.5897,27.151,exact,,Karpathos-Kasos Regional Unit,South Aegean,Aegean,Southern Europe,Europe,L100000914511,G100000917973,RAE: Γ-04825,RAE: 35718,https://www.gem.wiki/Asprovouno_(Terna)_wind_farm
2024/03/20,Greece,Ayia Dynate wind farm,--,Αγία Δυνατή,"Agia Dynati, Agios Dynati",34.5,Onshore,operating,2009,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,38.2862,20.5633,exact,Pylaros Municipal Unit,Kefallonia Regional Unit,Ioanian Islands,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000913745,G100000917081,RAE: ΑΔ-00557,RAE: 40043,https://www.gem.wiki/Ayia_Dynate_wind_farm
2022/03/22,Greece,Belecheri wind farm,1,Μπελεχερι,,20,Onshore,operating,2015,,,,Aioliki Beleheri SA,Αιολικη Μπελεχερι ΜΑE,,36.9477,22.8669,exact,,Laconia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911446,G100000914426,"RAE: Γ-00579,RAE: ΑΔ-00644",,https://www.gem.wiki/Belecheri_wind_farm
2024/03/20,Greece,Bompias Platani wind farm,--,"Κονιδα, Πλατανι, Ψηλη, Πουπα, Αλλεργια, Βιτσιλια, Κερι, Μπομπιας",,108,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.4111,24.9761,exact,Gazi Municipal Unit,Heraklion Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000915742,G100000919457,RAE: Γ-05325,RAE: 35773,https://www.gem.wiki/Bompias_Platani_wind_farm
2024/03/20,Greece,Chalepa Platani wind farm,--,"Χαλεπα, Πλατανι",,24,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.4808,23.6216,exact,,Chania Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000912362,G100000915462,RAE: Γ-05084,RAE: 33172,https://www.gem.wiki/Chalepa_Platani_wind_farm
2024/03/20,Greece,Chionaki wind farm,--,Χιονακι,,14.4,Onshore,operating,2019,,,,National Energy Holdings,New Ne Solar Developments Five 5 Μονοπροσωπη Ανωνυμη Εταιρεια,,39.0813,21.3646,exact,Municipal Unit of Inachos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000910099,G100000912919,RAE: ΑΔ-02386,RAE: 39649,https://www.gem.wiki/Chionaki_wind_farm
2024/03/20,Greece,Chlogos wind farm,--,Χλογος,,18.7,Onshore,operating,2012,,,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,37.7608,22.8552,exact,Municipal Unit of Tenea,Corinthia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911347,G100000914314,RAE: ΑΔ-00460,RAE: 40230,https://www.gem.wiki/Chlogos_wind_farm
2024/03/20,Greece,Chonos 2 wind farm,--,Χωνος Ιι,,21,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.1483,26.1408,exact,Itanos Municipal Unit,Lasithi Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000911835,G100000914860,RAE: Γ-05087,RAE: 35502,https://www.gem.wiki/Chonos_2_wind_farm
2024/03/20,Greece,Chylos (Pherron Evrou Energy) wind farm,--,Χυλος,,12.5,Onshore,operating,2013,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,40.9662,26.0952,exact,,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000909417,G100000912168,RAE: ΑΔ-00263,RAE: 40546,https://www.gem.wiki/Chylos_(Pherron_Evrou_Energy)_wind_farm
2024/03/20,Greece,Dalamaki wind farm,--,Νταλαμακι,Interphoton Ntalamaki,10.8,Onshore,operating,2020,,,,InterPhoton,Interphoton Εκμεταλλευση Ακινητων Ανωνυμη Εταιρεια,,38.2091,23.1389,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908361,G100000911058,RAE: ΑΔ-03157,RAE: 37488,https://www.gem.wiki/Dalamaki_wind_farm
2024/03/20,Greece,Derveni Mikro Derveni Sliva wind farm,--,Δερβενι - Μικρο Δερβενι - Σλιβα,Derveni-Mikro/Sliva,24,Onshore,operating,2014,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,40.963,25.9839,exact,Alexandroupoli,Evros Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000912370,G100000915470,RAE: ΑΔ-00265,RAE: 40523,https://www.gem.wiki/Derveni_Mikro_Derveni_Sliva_wind_farm
2024/04/21,Greece,Dexamenes 2 wind farm,--,Δεξαμενες Ιι,Karystia wind project,15,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0645,24.5773,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910207,G100000913037,,RAE: 34001,https://www.gem.wiki/Dexamenes_2_wind_farm
2024/03/20,Greece,Diakophtes wind farm,--,Διακοφτης,Evia Diakofits,11.7,Onshore,operating,2019,,,,,,,38.1299,24.2645,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908676,G100000911388,RAE: ΑΔ-00544,RAE: 40772,https://www.gem.wiki/Diakophtes_wind_farm
2024/03/20,Greece,Didemos Lophos Dichalo wind farm,--,Διδυμος Λοφος - Διχαλο,"Didimos Lofos, Didimos Loftos",26,Onshore,operating,2005,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,41.156,25.9104,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000912772,G100000915925,RAE: ΑΔ-00266,RAE: 40520,https://www.gem.wiki/Didemos_Lophos_Dichalo_wind_farm
2024/03/20,Greece,Doloni wind farm,--,Δολωνι,,18,Onshore,announced,,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,35.1467,26.205,exact,Itanos Municipal Unit,Lasithi Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,L100000911032,G100000913960,RAE: V_SDI_R_AIOLIKA7.34492,RAE: 34492,https://www.gem.wiki/Doloni_wind_farm
2024/03/20,Greece,Dore wind farm,--,Δορυ,,38.5,Onshore,announced,,,,,Greekstream Energy SA,Greekstream Energy Ανωνυμη Εταιρεια,,41.3006,25.6441,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000914110,G100000917497,RAE: Γ-011167,RAE: 38391,https://www.gem.wiki/Dore_wind_farm
2024/04/21,Greece,Doungza Adias wind farm,--,Ντουγκζα-Αντιας,Karystia wind project,10.8,Onshore,operating,2022,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.0593,24.5594,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908362,G100000911059,RAE: ΑΔ-00473,RAE: 37518,https://www.gem.wiki/Doungza_Adias_wind_farm
2024/03/20,Greece,Duo Petres wind farm,--,Δυο Πετρες,Dio Petres,25.2,Onshore,operating,2021,,,,Enerfarm SA,Enerfarm 3 Μae,,41.3065,23.4152,exact,,Serres Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000912701,G100000915842,RAE: ΑΔ-02452,RAE: 40777,https://www.gem.wiki/Duo_Petres_wind_farm
2024/03/20,Greece,Elatias Tsakos wind farm,--,Ελατιας - Τσακος,,13.3,Onshore,announced,,,,,K Kepouros Wind SA,Κ Κηπουρος Αιολικη ΑΕ,,38.184,23.2578,exact,Municipal Unit of Vilia,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000909688,G100000912467,RAE: Γ-012295,RAE: 38535,https://www.gem.wiki/Elatias_Tsakos_wind_farm
2024/03/20,Greece,Eressou Ypsoma Phourka wind farm,--,Ερεσσου Υψωμα-Φουρκα,Eressou Ipsoma Fourka,37.8,Onshore,operating,2017,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,40.4391,22.1114,exact,,Imathia Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,L100000914030,G100000917405,RAE: ΑΔ-01717,RAE: 40540,https://www.gem.wiki/Eressou_Ypsoma_Phourka_wind_farm
2024/04/16,Greece,Erimia (Phthiotidas Eremia) wind farm,--,Ερημια,,35.4,Onshore,operating,2023,,,,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,EDPR Ανανεωσιμες Πηγες Ενεργειας Ελλας 1 Μονοπροσωπη Ανωνυμη Εταιρεια,,38.6065,23.2232,exact,,Phthiotis Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000913742,G100000917078,RAE: ΑΔ-03279,RAE: 42021,https://www.gem.wiki/Erimia_(Phthiotidas_Eremia)_wind_farm
2024/03/20,Greece,Exostes wind farm,--,Εξωστης,Exostis,18.4,Onshore,operating,2020,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.177,24.322,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911300,G100000914262,RAE: ΑΔ-00521,RAE: 40522,https://www.gem.wiki/Exostes_wind_farm
2024/03/20,Greece,Galosi Rikeza wind farm,--,Γκαλοσι Ρικεζα,Galosi Rikeza,19.8,Onshore,operating,2020,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.1483,24.3302,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911449,G100000914429,RAE: ΑΔ-00458,RAE: 33936,https://www.gem.wiki/Galosi_Rikeza_wind_farm
2024/03/20,Greece,Gathoumeno Vrachaki wind farm,1,Γαθουμενο - Βραχακι,"Skopies, Skopies Rokas",14.4,Onshore,operating,2000,,,,Rokas Aeoliki North Hellas II Ave,Ροκας Αιολικη Βορειος Ελλας Ιι Αβεε,,38.3136,24.2047,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000910101,G100000912921,RAE: ΑΔ-00075,RAE: 40292,https://www.gem.wiki/Gathoumeno_Vrachaki_wind_farm
2024/03/20,Greece,Gavrovo wind farm,1&2,Γαβροβο,,24.3,Onshore,operating,2018,,,,National Energy Holdings,New Ne Solar Developments Five 5 Μονοπροσωπη Ανωνυμη Εταιρεια,,39.1394,21.3365,exact,Municipal Unit of Inachos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000912563,G100000915692,RAE: ΑΔ-01892,RAE: 39645,https://www.gem.wiki/Gavrovo_wind_farm
2024/03/20,Greece,Gerabe wind farm,--,Γεραμπη,,14.4,Onshore,operating,2021,,,,,,,39.2009,21.2829,exact,,Arta Regional Unit,Epirus,Epirus and Western Macedonia,Southern Europe,Europe,L100000910102,G100000912922,RAE: ΑΔ-01903,RAE: 38446,https://www.gem.wiki/Gerabe_wind_farm
2024/03/20,Greece,Geraki (Enel) wind farm,--,Γερακι,,14.4,Onshore,operating,2003,,Enel Green Power,,Enel Green Power Greece SA,Enel Green Power Hellas A.E.,,41.1536,25.8685,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000910103,G100000912923,RAE: ΑΔ-00114,RAE: 40228,https://www.gem.wiki/Geraki_(Enel)_wind_farm
2024/03/20,Greece,Geraneia wind farm,1,Γερανεια,,84,Onshore,announced,,,,,,,,38.0034,23.0061,exact,,Loutraki-Perachora-Agioi Theodoroi Municipality,Corinthia Regional Unit,Peloponnese Region,Southern Europe,Europe,L100001004876,G100001005773,,RAE: 43049,https://www.gem.wiki/Geraneia_wind_farm
2024/03/20,Greece,Geraneia wind farm,3,Γερανεια,,78,Onshore,announced,,,,,,,,38.0233,23.0387,exact,,Loutraki-Perachora-Agioi Theodoroi Municipality,Corinthia Regional Unit,Peloponnese Region,Southern Europe,Europe,L100001004876,G100001005774,,RAE: 43047,https://www.gem.wiki/Geraneia_wind_farm
2024/03/20,Greece,Geraneia wind farm,4,Γερανεια,,72,Onshore,announced,,,,,,,,38.0083,23.0779,exact,,Loutraki-Perachora-Agioi Theodoroi Municipality,Corinthia Regional Unit,Peloponnese Region,Southern Europe,Europe,L100001004876,G100001005775,,RAE: 42564,https://www.gem.wiki/Geraneia_wind_farm
2024/03/20,Greece,Gerki Pyrgari wind farm,--,Γκερκι-Πυργαρι,"Evia Polypotamous, Evia",12,Onshore,operating,2000,,,,Polypotamos Wind Energy AE,Πολυποταμος Αιολικη Ενεργεια Αε,,38.2243,24.2314,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908902,G100000911629,RAE: ΑΔ-00024,RAE: 33976,https://www.gem.wiki/Gerki_Pyrgari_wind_farm
2024/03/20,Greece,Goritsa wind farm,--,Γκοριτσα,,33.3,Onshore,operating,2017,,,,Eren Hellas,Eren Ελλας,,38.302,22.9568,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000913597,G100000916911,RAE: ΑΔ-01221,RAE: 40844,https://www.gem.wiki/Goritsa_wind_farm
2024/03/20,Greece,Gouri Meles Kiapha Verme wind farm,1,Γκουρι Μελες Κιαφα Βερμη,Gouri Meles,33,Onshore,operating,2014,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.1992,23.3747,exact,Municipal Unit of Erythres,Regional Unit of West Attica,Attica,Attica,Southern Europe,Europe,L100000913599,G100000916913,RAE: ΑΔ-00425,RAE: 40534,https://www.gem.wiki/Gouri_Meles_Kiapha_Verme_wind_farm
2024/03/20,Greece,Grammatikaki wind farm,1&2,Γραμματικακι,,16.1,Onshore,operating,2017,,,,Copelouzos Group,,,41.1792,25.8052,exact,,Rodopi Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,L100000910697,G100000913588,RAE: ΑΔ-03293,RAE: 40341,https://www.gem.wiki/Grammatikaki_wind_farm
2024/03/20,Greece,Gropes Rache Gione wind farm,--,Γκροπες Ραχη Γκιωνη,"Gropes, Gropius-Rahi Gkioni",18.9,Onshore,operating,2018,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,36.8834,22.9215,exact,,Laconia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000911352,G100000914320,RAE: ΑΔ-00267,RAE: 39966,https://www.gem.wiki/Gropes_Rache_Gione_wind_farm
2024/03/20,Greece,Hemerovigli wind farm,--,Ημεροβιγλι,Imerovigli,39,Onshore,operating,2008,,EDF Renewables,法國電力再生能源公司,EDF Renewables Greece,Edf Renewables Hellas Μονοπροσωπη Α.Ε,,38.3083,20.5172,exact,Pylaros Municipal Unit,Kefallonia Regional Unit,Ioanian Islands,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000913270,G100000916511,RAE: ΑΔ-00554,RAE: 40322,https://www.gem.wiki/Hemerovigli_wind_farm
2024/03/20,Greece,Isiomata wind farm,--,Ισιωματα,,33.6,Onshore,announced,,,,,Epharmoyes Pyritium SA,Εφαρμογες Πυριτιου Α.Ε.,,38.0021,24.5517,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000920300,G100000924958,RAE: Γ-014623,RAE: 41353,https://www.gem.wiki/Isiomata_wind_farm
2024/03/20,Greece,Kako Tsourmo wind farm,--,Κακο Τσουρμο -Μιχαλορραχη-Κολλ,Zefyros,24,Onshore,operating,2008,,,,,,,37.4703,22.2989,exact,,Arcadia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000912419,G100000915527,RAE: ΑΔ-00423,RAE: 40971,https://www.gem.wiki/Kako_Tsourmo_wind_farm
2024/04/21,Greece,Kakorachi Polemistra wind farm,--,Κακοραχη-Πολεμιστρα-Ισιος Βραχος-Κτημα-Λευκοθεα,,200,Onshore,announced,,,,,Niata Wind SA,Niata Aiolos Μονοπροσωπη A.E.,,41.249,25.5132,exact,,Komotini Municipality,Rodopi Regional Unit,Eastern Macedonia and Thrace,Southern Europe,Europe,L100001004886,G100001005785,,RAE: 42994,https://www.gem.wiki/Kakorachi_Polemistra_wind_farm
2024/04/21,Greece,Kalamaki (Terna Energy) wind farm,--,Καλαμακι,Karystia wind project,18,Onshore,operating,2023,,,,Terna Energy,Τερνα Ενεργειακη Ανωνυμη Βιομηχανικη Εμπορικη Τεχνικη Εταιρεια Α Ε,,38.141,24.5629,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911094,G100000914034,RAE: ΑΔ-02945,RAE: 32720,https://www.gem.wiki/Kalamaki_(Terna_Energy)_wind_farm
2024/03/20,Greece,Kalamos wind farm,1&2,Καλαμος,,10,Onshore,operating,2010,,,,unknown ; PPC Renewables SA (PPCR) ; EDF Renewables Greece,Edf Renewables Hellas Μονοπροσωπη Α.Ε,,38.5192,23.0535,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000907927,G100000910603,RAE: ΑΔ-00821,RAE: 40062,https://www.gem.wiki/Kalamos_wind_farm
2024/03/20,Greece,Kalderimi wind farm,--,Καλντεριμι,,11.7,Onshore,operating,2017,,,,Vento Wind SA,Vento Κεφαλονια Ενεργειακη Μον .Αε,,38.2924,22.9305,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908677,G100000911390,RAE: ΑΔ-01114,RAE: 40951,https://www.gem.wiki/Kalderimi_wind_farm
2024/03/20,Greece,Kale Chitsa wind farm,--,Καλη Χιτσα,Kali Chitsa,16,Onshore,operating,2021,,,,Taff Prime Develop SA,Taff Prime Develop,,38.474,21.143,exact,Municipal Unit of Astakos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000910558,G100000913430,RAE: ΑΔ-01911,RAE: 42432,https://www.gem.wiki/Kale_Chitsa_wind_farm
2024/03/20,Greece,Kalogerovouni wind farm,--,Καλογεροβουνι,,17.1,Onshore,operating,2017,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,36.852,22.9542,exact,,Laconia Regional Unit,Peloponnese Region,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,L100000910919,G100000913835,RAE: ΑΔ-00290,RAE: 40026,https://www.gem.wiki/Kalogerovouni_wind_farm
2024/03/20,Greece,Kalyva - Touba wind farm,--,Καλυβα - Tουμπa,Kalyva,12,Onshore,operating,2007,,EDF Renewables,法國電力再生能源公司,EDF Renewables Greece,Edf Renewables Hellas Μονοπροσωπη Α.Ε,,38.3348,22.872,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000908982,G100000911712,RAE: ΑΔ-00556,RAE: 41004,https://www.gem.wiki/Kalyva_-_Touba_wind_farm
2024/03/20,Greece,Kapsala (EMV Energy) wind farm,--,Καψαλα,Koukos & Kapsala,14,Onshore,operating,2017,,,,EMV Energy Investments SA,Emv (Emb) Ενεργειακες Επενδυσεις Ανωνυμος Εταιρια,,38.3919,22.675,exact,,Regional Unit of Boeotia,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000909907,G100000912702,RAE: ΑΔ-01633,RAE: 40761,https://www.gem.wiki/Kapsala_(EMV_Energy)_wind_farm
2024/03/20,Greece,Karabila-Keme wind farm,--,Καραμπιλα-Κυμη,Karampila Kimi,19.8,Onshore,operating,2020,,,,,,,38.1311,24.3318,exact,,Euboea Regional Unit,Central Greece,Thessaly and Central Greece,Southern Europe,Europe,L100000911452,G100000914432,RAE: ΑΔ-00427,RAE: 40527,https://www.gem.wiki/Karabila-Keme_wind_farm
2024/03/20,Greece,Kasidiaris wind farm,1,Κασιδιάρης,Kassidiaris,50.4,Onshore,operating,2020,,,,Ellaktor SA,Ελλακτωρ Α.Ε.,,39.806,20.5315,exact,,Ioannina Regional Unit,Epirus,Epirus and Western Macedonia,Southern Europe,Europe,L100000914173,G100000918681,"RAE: ΑΔ-02383,RAE: ΑΔ-01900",RAE: 38453,https://www.gem.wiki/Kasidiaris_wind_farm
